AC_NO,AC_NAME,NAME,#,ST_CD,ST_NAME,State-code,VOTES,YEAR,polled_votes,vote_percent,PARTY,Age,FRONT,Gender,a_constituency,District,p_constituency,Male_voters,Female_voters,Other_voters,Region
153,Yeshvanthapura,B R PRAVEEN KUMAR,15,S10,Karnataka,S10,177,2018,287205,0.06,KJP,,KJP,,Yeshwantpur,Bangalore Urban,Bangalore North,246812,227957,48,Bangalore City
153,Yeshvanthapura,CHAITHANYA T S,16,S10,Karnataka,S10,142,2018,287205,0.05,IND,,IND,,Yeshwantpur,Bangalore Urban,Bangalore North,246812,227957,48,Bangalore City
153,Yeshvanthapura,M U VENKATESHAIAH,17,S10,Karnataka,S10,141,2018,287205,0.05,SHI,,SHI,,Yeshwantpur,Bangalore Urban,Bangalore North,246812,227957,48,Bangalore City
153,Yeshvanthapura,BHAGYAMMA,18,S10,Karnataka,S10,134,2018,287205,0.05,RS,,RS,,Yeshwantpur,Bangalore Urban,Bangalore North,246812,227957,48,Bangalore City
153,Yeshvanthapura,SARASHWATHI,19,S10,Karnataka,S10,119,2018,287205,0.04,RCP,,RCP,,Yeshwantpur,Bangalore Urban,Bangalore North,246812,227957,48,Bangalore City
153,Yeshvanthapura,H GOPALAKRISHNA RAO,20,S10,Karnataka,S10,113,2018,287205,0.04,IND,,IND,,Yeshwantpur,Bangalore Urban,Bangalore North,246812,227957,48,Bangalore City
153,Yeshvanthapura,MURALI H,21,S10,Karnataka,S10,94,2018,287205,0.03,BPKP,,BPKP,,Yeshwantpur,Bangalore Urban,Bangalore North,246812,227957,48,Bangalore City
153,Yeshvanthapura,None of the Above,4,S10,Karnataka,S10,1453,2018,287205,0.51,NOTA,,NOTA,,Yeshwantpur,Bangalore Urban,Bangalore North,246812,227957,48,Bangalore City
155,Dasarahalli,R.MANJUNATHA,1,S10,Karnataka,S10,94044,2018,216285,43.48,JDS,,JDS,,Dasarahalli,Bangalore Urban,Bangalore North,243144,206718,88,Bangalore City
155,Dasarahalli,S MUNIRAJU,2,S10,Karnataka,S10,83369,2018,216285,38.55,BJP,,BJP,,Dasarahalli,Bangalore Urban,Bangalore North,243144,206718,88,Bangalore City
155,Dasarahalli,P.N.KRISHNAMURTHY,3,S10,Karnataka,S10,31711,2018,216285,14.66,INC,,INC,,Dasarahalli,Bangalore Urban,Bangalore North,243144,206718,88,Bangalore City
155,Dasarahalli,N.PRATHAP SIMHA,5,S10,Karnataka,S10,1674,2018,216285,0.77,CI,,CI,,Dasarahalli,Bangalore Urban,Bangalore North,243144,206718,88,Bangalore City
155,Dasarahalli,LOKESH GOWDA. V,6,S10,Karnataka,S10,809,2018,216285,0.37,IND,,IND,,Dasarahalli,Bangalore Urban,Bangalore North,243144,206718,88,Bangalore City
155,Dasarahalli,DOMINIC SAVIO G,7,S10,Karnataka,S10,473,2018,216285,0.22,KP,,KP,,Dasarahalli,Bangalore Urban,Bangalore North,243144,206718,88,Bangalore City
155,Dasarahalli,DHANANJAYA . L . GOWDA,8,S10,Karnataka,S10,462,2018,216285,0.21,KJP,,KJP,,Dasarahalli,Bangalore Urban,Bangalore North,243144,206718,88,Bangalore City
155,Dasarahalli,SHAMBHULINGE GOWDA (GANDHI VADI),9,S10,Karnataka,S10,308,2018,216285,0.14,IND,,IND,,Dasarahalli,Bangalore Urban,Bangalore North,243144,206718,88,Bangalore City
155,Dasarahalli,MANJUNATH B.R,10,S10,Karnataka,S10,238,2018,216285,0.11,IND,,IND,,Dasarahalli,Bangalore Urban,Bangalore North,243144,206718,88,Bangalore City
155,Dasarahalli,M RAJANNA,11,S10,Karnataka,S10,228,2018,216285,0.11,IND,,IND,,Dasarahalli,Bangalore Urban,Bangalore North,243144,206718,88,Bangalore City
155,Dasarahalli,SARAVANA . V,12,S10,Karnataka,S10,214,2018,216285,0.1,IND,,IND,,Dasarahalli,Bangalore Urban,Bangalore North,243144,206718,88,Bangalore City
155,Dasarahalli,ASHWINI.C,13,S10,Karnataka,S10,213,2018,216285,0.1,IND,,IND,,Dasarahalli,Bangalore Urban,Bangalore North,243144,206718,88,Bangalore City
155,Dasarahalli,DR. N. NITHYANANDA,14,S10,Karnataka,S10,193,2018,216285,0.09,JDU,,JDU,,Dasarahalli,Bangalore Urban,Bangalore North,243144,206718,88,Bangalore City
155,Dasarahalli,KIRAN. C. H,15,S10,Karnataka,S10,178,2018,216285,0.08,IND,,IND,,Dasarahalli,Bangalore Urban,Bangalore North,243144,206718,88,Bangalore City
155,Dasarahalli,NAGARAJU,16,S10,Karnataka,S10,160,2018,216285,0.07,IND,,IND,,Dasarahalli,Bangalore Urban,Bangalore North,243144,206718,88,Bangalore City
155,Dasarahalli,None of the Above,4,S10,Karnataka,S10,2011,2018,216285,0.93,NOTA,,NOTA,,Dasarahalli,Bangalore Urban,Bangalore North,243144,206718,88,Bangalore City
156,Mahalakshmi Layout,K. GOPALAIAH,1,S10,Karnataka,S10,88218,2018,159880,55.18,JDS,,JDS,,Mahalakshmi Layout,Bangalore Urban,Bangalore North,151076,141236,52,Bangalore City
156,Mahalakshmi Layout,N.L. NARENDRA BABU,2,S10,Karnataka,S10,47118,2018,159880,29.47,BJP,,BJP,,Mahalakshmi Layout,Bangalore Urban,Bangalore North,151076,141236,52,Bangalore City
156,Mahalakshmi Layout,MANJUNATHA  H.S,3,S10,Karnataka,S10,20496,2018,159880,12.82,INC,,INC,,Mahalakshmi Layout,Bangalore Urban,Bangalore North,151076,141236,52,Bangalore City
156,Mahalakshmi Layout,RAJA. A,5,S10,Karnataka,S10,497,2018,159880,0.31,IND,,IND,,Mahalakshmi Layout,Bangalore Urban,Bangalore North,151076,141236,52,Bangalore City
156,Mahalakshmi Layout,N. GIRISH GOWDA,6,S10,Karnataka,S10,482,2018,159880,0.3,NCP,,NCP,,Mahalakshmi Layout,Bangalore Urban,Bangalore North,151076,141236,52,Bangalore City
156,Mahalakshmi Layout,PADMA. H,7,S10,Karnataka,S10,260,2018,159880,0.16,JDU,,JDU,,Mahalakshmi Layout,Bangalore Urban,Bangalore North,151076,141236,52,Bangalore City
156,Mahalakshmi Layout,ASWATHA,8,S10,Karnataka,S10,219,2018,159880,0.14,RMVP,,RMVP,,Mahalakshmi Layout,Bangalore Urban,Bangalore North,151076,141236,52,Bangalore City
156,Mahalakshmi Layout,GOVINDARAJU T,9,S10,Karnataka,S10,217,2018,159880,0.14,AMEP,,AMEP,,Mahalakshmi Layout,Bangalore Urban,Bangalore North,151076,141236,52,Bangalore City
156,Mahalakshmi Layout,M. SHAKUNTHALA,10,S10,Karnataka,S10,207,2018,159880,0.13,AIJP,,AIJP,,Mahalakshmi Layout,Bangalore Urban,Bangalore North,151076,141236,52,Bangalore City
156,Mahalakshmi Layout,MANOHAR H. AYYANNAVAR,11,S10,Karnataka,S10,171,2018,159880,0.11,IND,,IND,,Mahalakshmi Layout,Bangalore Urban,Bangalore North,151076,141236,52,Bangalore City
156,Mahalakshmi Layout,V. PASANNA KUMAR,12,S10,Karnataka,S10,133,2018,159880,0.08,IND,,IND,,Mahalakshmi Layout,Bangalore Urban,Bangalore North,151076,141236,52,Bangalore City
156,Mahalakshmi Layout,SUNIL KUMAR. V,13,S10,Karnataka,S10,123,2018,159880,0.08,KP,,KP,,Mahalakshmi Layout,Bangalore Urban,Bangalore North,151076,141236,52,Bangalore City
156,Mahalakshmi Layout,None of the Above,4,S10,Karnataka,S10,1739,2018,159880,1.09,NOTA,,NOTA,,Mahalakshmi Layout,Bangalore Urban,Bangalore North,151076,141236,52,Bangalore City
157,Malleshwaram,DR. ASHWATH NARAYAN.C.N.,1,S10,Karnataka,S10,83130,2018,123665,67.22,BJP,,BJP,,Malleshwaram,Bangalore Urban,Bangalore North,110484,108438,9,Bangalore City
157,Malleshwaram,KENGAL SHREEPADHARENU,2,S10,Karnataka,S10,29130,2018,123665,23.56,INC,,INC,,Malleshwaram,Bangalore Urban,Bangalore North,110484,108438,9,Bangalore City
157,Malleshwaram,MADHUSUDHAN N,3,S10,Karnataka,S10,7884,2018,123665,6.38,JDS,,JDS,,Malleshwaram,Bangalore Urban,Bangalore North,110484,108438,9,Bangalore City
157,Malleshwaram,SUBRAMANYA SHARMA GOURAVARAM,5,S10,Karnataka,S10,273,2018,123665,0.22,AMEP,,AMEP,,Malleshwaram,Bangalore Urban,Bangalore North,110484,108438,9,Bangalore City
157,Malleshwaram,N RAJANNA,6,S10,Karnataka,S10,185,2018,123665,0.15,IND,,IND,,Malleshwaram,Bangalore Urban,Bangalore North,110484,108438,9,Bangalore City
157,Malleshwaram,ADITYA .R .A,7,S10,Karnataka,S10,158,2018,123665,0.13,IND,,IND,,Malleshwaram,Bangalore Urban,Bangalore North,110484,108438,9,Bangalore City
157,Malleshwaram,R VENKATESH,8,S10,Karnataka,S10,157,2018,123665,0.13,JJ,,JJ,,Malleshwaram,Bangalore Urban,Bangalore North,110484,108438,9,Bangalore City
157,Malleshwaram,ANAND M.B.,9,S10,Karnataka,S10,126,2018,123665,0.1,KP,,KP,,Malleshwaram,Bangalore Urban,Bangalore North,110484,108438,9,Bangalore City
157,Malleshwaram,KRISHNAIAH,10,S10,Karnataka,S10,106,2018,123665,0.09,RMVP,,RMVP,,Malleshwaram,Bangalore Urban,Bangalore North,110484,108438,9,Bangalore City
157,Malleshwaram,MANDAGERE RAMAKUMAR,11,S10,Karnataka,S10,95,2018,123665,0.08,KP,,KP,,Malleshwaram,Bangalore Urban,Bangalore North,110484,108438,9,Bangalore City
157,Malleshwaram,MALLIKARJUN L S,12,S10,Karnataka,S10,91,2018,123665,0.07,JSP,,JSP,,Malleshwaram,Bangalore Urban,Bangalore North,110484,108438,9,Bangalore City
157,Malleshwaram,PRAKASH K R,13,S10,Karnataka,S10,88,2018,123665,0.07,IND,,IND,,Malleshwaram,Bangalore Urban,Bangalore North,110484,108438,9,Bangalore City
157,Malleshwaram,P R PRADEEP,14,S10,Karnataka,S10,85,2018,123665,0.07,IND,,IND,,Malleshwaram,Bangalore Urban,Bangalore North,110484,108438,9,Bangalore City
157,Malleshwaram,None of the Above,4,S10,Karnataka,S10,2157,2018,123665,1.74,NOTA,,NOTA,,Malleshwaram,Bangalore Urban,Bangalore North,110484,108438,9,Bangalore City
158,Hebbal,SURESH B S,1,S10,Karnataka,S10,69509,2018,139233,49.92,INC,,INC,,Hebbal,Bangalore Urban,Bangalore North,136712,128561,39,Bangalore City
158,Hebbal,Y A NARAYANASWAMY,2,S10,Karnataka,S10,51440,2018,139233,36.95,BJP,,BJP,,Hebbal,Bangalore Urban,Bangalore North,136712,128561,39,Bangalore City
158,Hebbal,HANUMANTHE GOWDA,3,S10,Karnataka,S10,13616,2018,139233,9.78,JDS,,JDS,,Hebbal,Bangalore Urban,Bangalore North,136712,128561,39,Bangalore City
158,Hebbal,ANJAN KUMAR GOWDA,5,S10,Karnataka,S10,674,2018,139233,0.48,INCP,,INCP,,Hebbal,Bangalore Urban,Bangalore North,136712,128561,39,Bangalore City
158,Hebbal,NAGARAJU,6,S10,Karnataka,S10,331,2018,139233,0.24,IND,,IND,,Hebbal,Bangalore Urban,Bangalore North,136712,128561,39,Bangalore City
158,Hebbal,RAGHAVENDRA K THANE,7,S10,Karnataka,S10,325,2018,139233,0.23,AAP,,AAP,,Hebbal,Bangalore Urban,Bangalore North,136712,128561,39,Bangalore City
158,Hebbal,JAMEEL AHMED,8,S10,Karnataka,S10,277,2018,139233,0.2,IND,,IND,,Hebbal,Bangalore Urban,Bangalore North,136712,128561,39,Bangalore City
158,Hebbal,UMADEVI,9,S10,Karnataka,S10,275,2018,139233,0.2,IND,,IND,,Hebbal,Bangalore Urban,Bangalore North,136712,128561,39,Bangalore City
158,Hebbal,D NARAYANA SWAMY,10,S10,Karnataka,S10,173,2018,139233,0.12,IND,,IND,,Hebbal,Bangalore Urban,Bangalore North,136712,128561,39,Bangalore City
158,Hebbal,MANJUNATH M,11,S10,Karnataka,S10,129,2018,139233,0.09,RPI,,RPI,,Hebbal,Bangalore Urban,Bangalore North,136712,128561,39,Bangalore City
158,Hebbal,SYED KAWJA WALI HYDRI,12,S10,Karnataka,S10,123,2018,139233,0.09,KJP,,KJP,,Hebbal,Bangalore Urban,Bangalore North,136712,128561,39,Bangalore City
158,Hebbal,KUMARESH,13,S10,Karnataka,S10,79,2018,139233,0.06,RS,,RS,,Hebbal,Bangalore Urban,Bangalore North,136712,128561,39,Bangalore City
158,Hebbal,NARAYANASWAMY M,14,S10,Karnataka,S10,75,2018,139233,0.05,IND,,IND,,Hebbal,Bangalore Urban,Bangalore North,136712,128561,39,Bangalore City
158,Hebbal,B S SURESH,15,S10,Karnataka,S10,73,2018,139233,0.05,IND,,IND,,Hebbal,Bangalore Urban,Bangalore North,136712,128561,39,Bangalore City
158,Hebbal,MOHAMMED AYUB,16,S10,Karnataka,S10,71,2018,139233,0.05,IND,,IND,,Hebbal,Bangalore Urban,Bangalore North,136712,128561,39,Bangalore City
158,Hebbal,SALEEM KHAN,16,S10,Karnataka,S10,71,2018,139233,0.05,FCI,,FCI,,Hebbal,Bangalore Urban,Bangalore North,136712,128561,39,Bangalore City
158,Hebbal,B M SURESHA,18,S10,Karnataka,S10,65,2018,139233,0.05,IND,,IND,,Hebbal,Bangalore Urban,Bangalore North,136712,128561,39,Bangalore City
158,Hebbal,DR P K VELLADURAI,19,S10,Karnataka,S10,62,2018,139233,0.04,IND,,IND,,Hebbal,Bangalore Urban,Bangalore North,136712,128561,39,Bangalore City
158,Hebbal,SYED ASIF BUKMARI,20,S10,Karnataka,S10,60,2018,139233,0.04,IND,,IND,,Hebbal,Bangalore Urban,Bangalore North,136712,128561,39,Bangalore City
158,Hebbal,RAVI KUMAR A R,21,S10,Karnataka,S10,59,2018,139233,0.04,JSP,,JSP,,Hebbal,Bangalore Urban,Bangalore North,136712,128561,39,Bangalore City
158,Hebbal,ATIYA ASGAR,22,S10,Karnataka,S10,55,2018,139233,0.04,JDU,,JDU,,Hebbal,Bangalore Urban,Bangalore North,136712,128561,39,Bangalore City
158,Hebbal,T JAIKUMAR,23,S10,Karnataka,S10,52,2018,139233,0.04,SHI,,SHI,,Hebbal,Bangalore Urban,Bangalore North,136712,128561,39,Bangalore City
158,Hebbal,ISARATH JAHAN,24,S10,Karnataka,S10,46,2018,139233,0.03,KJP,,KJP,,Hebbal,Bangalore Urban,Bangalore North,136712,128561,39,Bangalore City
158,Hebbal,JAFFER SHARIEF,25,S10,Karnataka,S10,41,2018,139233,0.03,DP,,DP,,Hebbal,Bangalore Urban,Bangalore North,136712,128561,39,Bangalore City
158,Hebbal,N RAJANNA,26,S10,Karnataka,S10,39,2018,139233,0.03,IND,,IND,,Hebbal,Bangalore Urban,Bangalore North,136712,128561,39,Bangalore City
158,Hebbal,DR MANJUNATH NAYAK,27,S10,Karnataka,S10,37,2018,139233,0.03,ANC,,ANC,,Hebbal,Bangalore Urban,Bangalore North,136712,128561,39,Bangalore City
158,Hebbal,VINAY KUMAR V NAYAK,28,S10,Karnataka,S10,36,2018,139233,0.03,IND,,IND,,Hebbal,Bangalore Urban,Bangalore North,136712,128561,39,Bangalore City
158,Hebbal,S RAGHAVAN,29,S10,Karnataka,S10,28,2018,139233,0.02,IND,,IND,,Hebbal,Bangalore Urban,Bangalore North,136712,128561,39,Bangalore City
158,Hebbal,None of the Above,4,S10,Karnataka,S10,1412,2018,139233,1.01,NOTA,,NOTA,,Hebbal,Bangalore Urban,Bangalore North,136712,128561,39,Bangalore City
159,Pulakeshinagar,R. AKHANDA SRINIVASAMURTHY,1,S10,Karnataka,S10,97574,2018,126432,77.18,INC,,INC,,Pulakeshinagar,Bangalore Urban,Bangalore North,121015,116235,38,Bangalore City
159,Pulakeshinagar,B. PRASANNAKUMAR,2,S10,Karnataka,S10,15948,2018,126432,12.61,JDS,,JDS,,Pulakeshinagar,Bangalore Urban,Bangalore North,121015,116235,38,Bangalore City
159,Pulakeshinagar,SUSHEELA DEVARAJ,3,S10,Karnataka,S10,9479,2018,126432,7.5,BJP,,BJP,,Pulakeshinagar,Bangalore Urban,Bangalore North,121015,116235,38,Bangalore City
159,Pulakeshinagar,D.ANBARASAN,5,S10,Karnataka,S10,636,2018,126432,0.5,IND,,IND,,Pulakeshinagar,Bangalore Urban,Bangalore North,121015,116235,38,Bangalore City
159,Pulakeshinagar,PRIYA,6,S10,Karnataka,S10,324,2018,126432,0.26,IND,,IND,,Pulakeshinagar,Bangalore Urban,Bangalore North,121015,116235,38,Bangalore City
159,Pulakeshinagar,SIDDAGANGAIAH.R (SIDDU),7,S10,Karnataka,S10,301,2018,126432,0.24,AAP,,AAP,,Pulakeshinagar,Bangalore Urban,Bangalore North,121015,116235,38,Bangalore City
159,Pulakeshinagar,RAGHURAMAN.G,8,S10,Karnataka,S10,160,2018,126432,0.13,RI,,RI,,Pulakeshinagar,Bangalore Urban,Bangalore North,121015,116235,38,Bangalore City
159,Pulakeshinagar,AYYAPPA .K,9,S10,Karnataka,S10,134,2018,126432,0.11,IND,,IND,,Pulakeshinagar,Bangalore Urban,Bangalore North,121015,116235,38,Bangalore City
159,Pulakeshinagar,SRIKANTH SEETHARAM,10,S10,Karnataka,S10,108,2018,126432,0.09,AMEP,,AMEP,,Pulakeshinagar,Bangalore Urban,Bangalore North,121015,116235,38,Bangalore City
159,Pulakeshinagar,SHIVAKUMAR,11,S10,Karnataka,S10,103,2018,126432,0.08,FCI,,FCI,,Pulakeshinagar,Bangalore Urban,Bangalore North,121015,116235,38,Bangalore City
159,Pulakeshinagar,SUNSTAR D. JAYARAM,12,S10,Karnataka,S10,102,2018,126432,0.08,GAP,,GAP,,Pulakeshinagar,Bangalore Urban,Bangalore North,121015,116235,38,Bangalore City
159,Pulakeshinagar,GUNALAN. M,13,S10,Karnataka,S10,92,2018,126432,0.07,IND,,IND,,Pulakeshinagar,Bangalore Urban,Bangalore North,121015,116235,38,Bangalore City
159,Pulakeshinagar,M. LOKESH,14,S10,Karnataka,S10,69,2018,126432,0.05,RMVP,,RMVP,,Pulakeshinagar,Bangalore Urban,Bangalore North,121015,116235,38,Bangalore City
159,Pulakeshinagar,None of the Above,4,S10,Karnataka,S10,1402,2018,126432,1.11,NOTA,,NOTA,,Pulakeshinagar,Bangalore Urban,Bangalore North,121015,116235,38,Bangalore City
160,Sarvagnanagar,K.J GEORGE,1,S10,Karnataka,S10,103168,2018,165900,62.19,INC,,INC,,Sarvagnanagar,Bangalore Urban,Bangalore Central,176150,171353,56,Bangalore City
160,Sarvagnanagar,M.N.REDDY,2,S10,Karnataka,S10,52363,2018,165900,31.56,BJP,,BJP,,Sarvagnanagar,Bangalore Urban,Bangalore Central,176150,171353,56,Bangalore City
160,Sarvagnanagar,ANWAR SHARIEFF,3,S10,Karnataka,S10,4361,2018,165900,2.63,JDS,,JDS,,Sarvagnanagar,Bangalore Urban,Bangalore Central,176150,171353,56,Bangalore City
160,Sarvagnanagar,PRITHVI REDDY,5,S10,Karnataka,S10,1755,2018,165900,1.06,AAP,,AAP,,Sarvagnanagar,Bangalore Urban,Bangalore Central,176150,171353,56,Bangalore City
160,Sarvagnanagar,N.D.SOLOMON RAJU,6,S10,Karnataka,S10,536,2018,165900,0.32,IND,,IND,,Sarvagnanagar,Bangalore Urban,Bangalore Central,176150,171353,56,Bangalore City
160,Sarvagnanagar,IRSHAD AHMED KHAN,7,S10,Karnataka,S10,293,2018,165900,0.18,KJP,,KJP,,Sarvagnanagar,Bangalore Urban,Bangalore Central,176150,171353,56,Bangalore City
160,Sarvagnanagar,RADHA KRISHNA.T,8,S10,Karnataka,S10,229,2018,165900,0.14,IND,,IND,,Sarvagnanagar,Bangalore Urban,Bangalore Central,176150,171353,56,Bangalore City
160,Sarvagnanagar,DAWN BEENA.S,9,S10,Karnataka,S10,188,2018,165900,0.11,SJP,,SJP,,Sarvagnanagar,Bangalore Urban,Bangalore Central,176150,171353,56,Bangalore City
160,Sarvagnanagar,KEMPURAJAN,10,S10,Karnataka,S10,174,2018,165900,0.1,RS,,RS,,Sarvagnanagar,Bangalore Urban,Bangalore Central,176150,171353,56,Bangalore City
160,Sarvagnanagar,MOHAN.H,11,S10,Karnataka,S10,162,2018,165900,0.1,IND,,IND,,Sarvagnanagar,Bangalore Urban,Bangalore Central,176150,171353,56,Bangalore City
160,Sarvagnanagar,S.SYED HIDAYATHULLA,12,S10,Karnataka,S10,149,2018,165900,0.09,AMEP,,AMEP,,Sarvagnanagar,Bangalore Urban,Bangalore Central,176150,171353,56,Bangalore City
160,Sarvagnanagar,MODI SAIFULLA,13,S10,Karnataka,S10,134,2018,165900,0.08,IND,,IND,,Sarvagnanagar,Bangalore Urban,Bangalore Central,176150,171353,56,Bangalore City
160,Sarvagnanagar,DR.MEER LAYAQ HUSSAIN,14,S10,Karnataka,S10,92,2018,165900,0.06,IND,,IND,,Sarvagnanagar,Bangalore Urban,Bangalore Central,176150,171353,56,Bangalore City
160,Sarvagnanagar,SHABBIR SHARIFF,15,S10,Karnataka,S10,91,2018,165900,0.05,DP,,DP,,Sarvagnanagar,Bangalore Urban,Bangalore Central,176150,171353,56,Bangalore City
160,Sarvagnanagar,None of the Above,4,S10,Karnataka,S10,2205,2018,165900,1.33,NOTA,,NOTA,,Sarvagnanagar,Bangalore Urban,Bangalore Central,176150,171353,56,Bangalore City
161,C.V. Raman Nagar,S. RAGHU,1,S10,Karnataka,S10,58887,2018,132009,44.61,BJP,,BJP,,C. V. Raman Nagar,Bangalore Urban,Bangalore Central,141891,127015,104,Bangalore City
161,C.V. Raman Nagar,R. SAMPATH RAJ,2,S10,Karnataka,S10,46660,2018,132009,35.35,INC,,INC,,C. V. Raman Nagar,Bangalore Urban,Bangalore Central,141891,127015,104,Bangalore City
161,C.V. Raman Nagar,P. RAMESH,3,S10,Karnataka,S10,20478,2018,132009,15.51,JDS,,JDS,,C. V. Raman Nagar,Bangalore Urban,Bangalore Central,141891,127015,104,Bangalore City
161,C.V. Raman Nagar,MOHANA DASARI,5,S10,Karnataka,S10,1926,2018,132009,1.46,AAP,,AAP,,C. V. Raman Nagar,Bangalore Urban,Bangalore Central,141891,127015,104,Bangalore City
161,C.V. Raman Nagar,S.R. JAYARAM,6,S10,Karnataka,S10,384,2018,132009,0.29,AMEP,,AMEP,,C. V. Raman Nagar,Bangalore Urban,Bangalore Central,141891,127015,104,Bangalore City
161,C.V. Raman Nagar,I. VENKATESH,7,S10,Karnataka,S10,310,2018,132009,0.23,IND,,IND,,C. V. Raman Nagar,Bangalore Urban,Bangalore Central,141891,127015,104,Bangalore City
161,C.V. Raman Nagar,S. RAGHU,8,S10,Karnataka,S10,240,2018,132009,0.18,IND,,IND,,C. V. Raman Nagar,Bangalore Urban,Bangalore Central,141891,127015,104,Bangalore City
161,C.V. Raman Nagar,MUNIMARAPPA M.,9,S10,Karnataka,S10,228,2018,132009,0.17,API,,API,,C. V. Raman Nagar,Bangalore Urban,Bangalore Central,141891,127015,104,Bangalore City
161,C.V. Raman Nagar,VENKATESH .N.,10,S10,Karnataka,S10,211,2018,132009,0.16,IND,,IND,,C. V. Raman Nagar,Bangalore Urban,Bangalore Central,141891,127015,104,Bangalore City
161,C.V. Raman Nagar,P. SHANMUGA PRABHU,11,S10,Karnataka,S10,124,2018,132009,0.09,RS,,RS,,C. V. Raman Nagar,Bangalore Urban,Bangalore Central,141891,127015,104,Bangalore City
161,C.V. Raman Nagar,R  MOHAN RAJU,12,S10,Karnataka,S10,117,2018,132009,0.09,BRP,,BRP,,C. V. Raman Nagar,Bangalore Urban,Bangalore Central,141891,127015,104,Bangalore City
161,C.V. Raman Nagar,NANDA KUMAR,13,S10,Karnataka,S10,114,2018,132009,0.09,BPKP,,BPKP,,C. V. Raman Nagar,Bangalore Urban,Bangalore Central,141891,127015,104,Bangalore City
161,C.V. Raman Nagar,SRINIVASA M.,14,S10,Karnataka,S10,71,2018,132009,0.05,RI,,RI,,C. V. Raman Nagar,Bangalore Urban,Bangalore Central,141891,127015,104,Bangalore City
161,C.V. Raman Nagar,None of the Above,4,S10,Karnataka,S10,2259,2018,132009,1.71,NOTA,,NOTA,,C. V. Raman Nagar,Bangalore Urban,Bangalore Central,141891,127015,104,Bangalore City
162,Shivajinagar,R ROSHAN BAIG,1,S10,Karnataka,S10,59742,2018,108534,55.04,INC,,INC,,Shivajinagar,Bangalore Urban,Bangalore Central,99969,96803,4,Bangalore City
162,Shivajinagar,KATTA SUBRAMANYA NAIDU,2,S10,Karnataka,S10,44702,2018,108534,41.19,BJP,,BJP,,Shivajinagar,Bangalore Urban,Bangalore Central,99969,96803,4,Bangalore City
162,Shivajinagar,SHAIK MASTHAN ALI,4,S10,Karnataka,S10,1313,2018,108534,1.21,JDS,,JDS,,Shivajinagar,Bangalore Urban,Bangalore Central,99969,96803,4,Bangalore City
162,Shivajinagar,AYUB KHAN,5,S10,Karnataka,S10,300,2018,108534,0.28,AAP,,AAP,,Shivajinagar,Bangalore Urban,Bangalore Central,99969,96803,4,Bangalore City
162,Shivajinagar,ROBERT CLIVE,6,S10,Karnataka,S10,198,2018,108534,0.18,IND,,IND,,Shivajinagar,Bangalore Urban,Bangalore Central,99969,96803,4,Bangalore City
162,Shivajinagar,SYED JAFFAR,7,S10,Karnataka,S10,104,2018,108534,0.1,AMEP,,AMEP,,Shivajinagar,Bangalore Urban,Bangalore Central,99969,96803,4,Bangalore City
162,Shivajinagar,K NARASIMHA,8,S10,Karnataka,S10,99,2018,108534,0.09,IND,,IND,,Shivajinagar,Bangalore Urban,Bangalore Central,99969,96803,4,Bangalore City
162,Shivajinagar,AMJAD KHAN,9,S10,Karnataka,S10,96,2018,108534,0.09,ASP,,ASP,,Shivajinagar,Bangalore Urban,Bangalore Central,99969,96803,4,Bangalore City
162,Shivajinagar,DR PHILIP MARIAN,10,S10,Karnataka,S10,77,2018,108534,0.07,RI,,RI,,Shivajinagar,Bangalore Urban,Bangalore Central,99969,96803,4,Bangalore City
162,Shivajinagar,ANIL PRAKASH,11,S10,Karnataka,S10,70,2018,108534,0.06,IND,,IND,,Shivajinagar,Bangalore Urban,Bangalore Central,99969,96803,4,Bangalore City
162,Shivajinagar,AMBROSE D\' MELLO,12,S10,Karnataka,S10,57,2018,108534,0.05,IND,,IND,,Shivajinagar,Bangalore Urban,Bangalore Central,99969,96803,4,Bangalore City
162,Shivajinagar,JEEVAN STEPHEN,13,S10,Karnataka,S10,46,2018,108534,0.04,BRP,,BRP,,Shivajinagar,Bangalore Urban,Bangalore Central,99969,96803,4,Bangalore City
162,Shivajinagar,DR MEER LAYAQ HUSSAIN,14,S10,Karnataka,S10,42,2018,108534,0.04,IND,,IND,,Shivajinagar,Bangalore Urban,Bangalore Central,99969,96803,4,Bangalore City
162,Shivajinagar,SHANAWAZ AHMED,15,S10,Karnataka,S10,34,2018,108534,0.03,DP,,DP,,Shivajinagar,Bangalore Urban,Bangalore Central,99969,96803,4,Bangalore City
162,Shivajinagar,None of the Above,3,S10,Karnataka,S10,1654,2018,108534,1.52,NOTA,,NOTA,,Shivajinagar,Bangalore Urban,Bangalore Central,99969,96803,4,Bangalore City
163,Shanti Nagar,N A HARIS,1,S10,Karnataka,S10,60009,2018,121420,49.42,INC,,INC,,Shanti Nagar,Bangalore Urban,Bangalore Central,115590,110415,41,Bangalore City
163,Shanti Nagar,K VASUDEVAMURTHY,2,S10,Karnataka,S10,41804,2018,121420,34.43,BJP,,BJP,,Shanti Nagar,Bangalore Urban,Bangalore Central,115590,110415,41,Bangalore City
163,Shanti Nagar,N R SRIDHAR REDDY,3,S10,Karnataka,S10,13569,2018,121420,11.18,JDS,,JDS,,Shanti Nagar,Bangalore Urban,Bangalore Central,115590,110415,41,Bangalore City
